review_text,rating,date,bank_name,source,sentiment
Thankz,5,2025-03-02,Commercial Bank of Ethiopia,Google Play,positive
Verry good it is easy to use anything,5,2025-03-01,Commercial Bank of Ethiopia,Google Play,positive
Its gopd,5,2025-03-01,Commercial Bank of Ethiopia,Google Play,positive
system problem,4,2025-03-01,Commercial Bank of Ethiopia,Google Play,negative
So slow with Internet,1,2025-03-01,Commercial Bank of Ethiopia,Google Play,negative
I phone app is not working,2,2025-03-01,Commercial Bank of Ethiopia,Google Play,negative
Sometimes it dosent work,4,2025-03-01,Commercial Bank of Ethiopia,Google Play,negative
It's very useful Apps,5,2025-03-01,Commercial Bank of Ethiopia,Google Play,positive
It is better app,5,2025-03-01,Commercial Bank of Ethiopia,Google Play,positive
Good work very important,5,2025-03-01,Commercial Bank of Ethiopia,Google Play,positive
It is exlent app it is helful,5,2025-02-28,Commercial Bank of Ethiopia,Google Play,positive
Best app I like,5,2025-02-28,Commercial Bank of Ethiopia,Google Play,positive
It don't work,1,2025-02-28,Commercial Bank of Ethiopia,Google Play,negative
Bad security 🔓,2,2025-02-28,Commercial Bank of Ethiopia,Google Play,negative
"It's a shame,it can't performe well,you guys can't even fix a bug, It's getting unusable, shame shame shame 😡",1,2025-02-28,Commercial Bank of Ethiopia,Google Play,negative
Easy to Use and Effecent System.,5,2025-02-28,Commercial Bank of Ethiopia,Google Play,negative
የሞባይል ባንኪንጋችሁ ግብይትን ቀለል ያደርጋል,5,2025-02-28,Commercial Bank of Ethiopia,Google Play,negative
It is good but i can not install the app why? And the other one is it is better to show the earliest transactions for instanse before 30 days ago,3,2025-02-27,Commercial Bank of Ethiopia,Google Play,negative
Sometimes it does not.work,3,2025-02-27,Commercial Bank of Ethiopia,Google Play,negative
"I have been using the App since it is first released and it has been nice, but the latest Update are very worse the app crashes frequently and drains battery highly.",3,2025-02-27,Commercial Bank of Ethiopia,Google Play,negative
Commercial bank and it's mobile banking is very good,5,2025-02-27,Commercial Bank of Ethiopia,Google Play,positive
Good very good,5,2025-02-27,Commercial Bank of Ethiopia,Google Play,positive
Friendly mobile banking application,5,2025-02-27,Commercial Bank of Ethiopia,Google Play,positive
Vary good,5,2025-02-27,Commercial Bank of Ethiopia,Google Play,positive
1 star because I have to visit my bank for new installation of the app and reactivation takes about 45 to 60 minutes with there long queue and system failures. Learn from telebire app and give options to customers to apt out of this ridiculous security feature. Second why is there no customization in the settings for displaying which account I want displayed in the first section rather that slide to my main account every time. You are making us pay a monthly subscription. Bare minimum is not it,1,2025-02-26,Commercial Bank of Ethiopia,Google Play,negative
Recently it is not working please check it,2,2025-02-26,Commercial Bank of Ethiopia,Google Play,negative
This app😎,5,2025-02-26,Commercial Bank of Ethiopia,Google Play,positive
It is a user friendly excellent app.,5,2025-02-26,Commercial Bank of Ethiopia,Google Play,positive
Simple and efficient,5,2025-02-26,Commercial Bank of Ethiopia,Google Play,positive
Goooood,5,2025-02-25,Commercial Bank of Ethiopia,Google Play,negative
It is Better to use and Save time. I truly appreciate the Bank System.,5,2025-02-25,Commercial Bank of Ethiopia,Google Play,positive
Good Work,5,2025-02-25,Commercial Bank of Ethiopia,Google Play,positive
Simple and secure app,5,2025-02-25,Commercial Bank of Ethiopia,Google Play,positive
Crashing frequently every time I try to log in.. it's so annoying,1,2025-02-25,Commercial Bank of Ethiopia,Google Play,negative
FIX THE BUG! so frustrating,3,2025-02-25,Commercial Bank of Ethiopia,Google Play,negative
"The app is full of bugs here and there, perhaps it's from the backend side idk. For instance the transaction history you see on top is one made a couple of months ago and you have to refresh until you reach the top. it's just so bizarre. And you can't even search for a transaction you made. Someone with a lot of transactions will find it annoying. Even simple things like localising dates to Amharic dates are now correctly implemented.",2,2025-02-25,Commercial Bank of Ethiopia,Google Play,negative
Good experience,5,2025-02-24,Commercial Bank of Ethiopia,Google Play,positive
My device install up updated all data access all function but can't support transaction i. e first login password works but can't conformation last transaction password,5,2025-02-24,Commercial Bank of Ethiopia,Google Play,negative
Constantly crashing after new update,1,2025-02-24,Commercial Bank of Ethiopia,Google Play,negative
Ani Addunyaa Eebbisaa Tolasaa ti. Magaalaa Mandii keessaa dukkaana qorichaa dhuunfaan qaba. Appilikeeshiniin kun hojii koo kana naaf saffisiisuu keessatti qooda ol’aanaa qaba. Akka ‘mobile banking’ ‘busy’ waan hin ta’u. Namoonni hundumtuu Appii kana akka fayyadaman cimseen gorsa. Galatoomaa!💪🙏❤️,5,2025-02-24,Commercial Bank of Ethiopia,Google Play,negative
"Great UX, simple to use yet has all necessary features.",4,2025-02-24,Commercial Bank of Ethiopia,Google Play,positive
Nice 👍 this is app,5,2025-02-23,Commercial Bank of Ethiopia,Google Play,positive
"Why can't we use this app with Developer Mode turned on, when other big international banks apps allow it?",1,2025-02-22,Commercial Bank of Ethiopia,Google Play,negative
It is Good application,4,2025-02-22,Commercial Bank of Ethiopia,Google Play,positive
Guys after the last update it's crushing a lot like alot look in to it,3,2025-02-22,Commercial Bank of Ethiopia,Google Play,positive
This is agood app,5,2025-02-22,Commercial Bank of Ethiopia,Google Play,negative
It have a bug it keeps shut down when I open the app. Without any notification. Please fix the bug.,3,2025-02-22,Commercial Bank of Ethiopia,Google Play,negative
Very best and fast money transferring app,5,2025-02-22,Commercial Bank of Ethiopia,Google Play,positive
Why is it so hard to use this app why don't you make it simple like other apps sometimes it doesn't function right,1,2025-02-22,Commercial Bank of Ethiopia,Google Play,negative
Sweet,5,2025-02-22,Commercial Bank of Ethiopia,Google Play,positive
Very best app,5,2025-02-22,Commercial Bank of Ethiopia,Google Play,positive
couldnt update the app,1,2025-02-22,Commercial Bank of Ethiopia,Google Play,negative
ምርጥ አፕ ነው ሌላ ማለት አይቻልም ፡ግ,5,2025-02-22,Commercial Bank of Ethiopia,Google Play,negative
"Too much commission and service charges, not fair at all this is stealing",1,2025-02-21,Commercial Bank of Ethiopia,Google Play,negative
Very god,4,2025-02-21,Commercial Bank of Ethiopia,Google Play,positive
Not work some tumes,5,2025-02-21,Commercial Bank of Ethiopia,Google Play,negative
It is easy and user friendly,5,2025-02-21,Commercial Bank of Ethiopia,Google Play,positive
When I open the app it turns off keep says (app has a bug ) the app needs update,2,2025-02-21,Commercial Bank of Ethiopia,Google Play,negative
Solve unwanted time and the time to losses cbe office,5,2025-02-21,Commercial Bank of Ethiopia,Google Play,negative
I faced a big problem with this due to Developer mode problem How can you help me pls?,5,2025-02-21,Commercial Bank of Ethiopia,Google Play,negative
utilizes too much power & Crashes often,3,2025-02-20,Commercial Bank of Ethiopia,Google Play,negative
Most effective so far.,5,2025-02-20,Commercial Bank of Ethiopia,Google Play,positive
Not working normally,1,2025-02-20,Commercial Bank of Ethiopia,Google Play,negative
this is the simplest bookeeping system or method. I like it .,5,2025-02-19,Commercial Bank of Ethiopia,Google Play,positive
These days the App is Crashing immediately after Login please check,5,2025-02-19,Commercial Bank of Ethiopia,Google Play,negative
I gave it 5🌟 BC this app deserves. Thank you for your services. Appreciated.,5,2025-02-19,Commercial Bank of Ethiopia,Google Play,positive
fantastic and best,5,2025-02-18,Commercial Bank of Ethiopia,Google Play,positive
"It lags before showing the transaction and you have to use the one in the sms message , why doesn't it work on the app it just says loading",1,2025-02-18,Commercial Bank of Ethiopia,Google Play,negative
♡,5,2025-02-18,Commercial Bank of Ethiopia,Google Play,negative
Very amazing application,5,2025-02-18,Commercial Bank of Ethiopia,Google Play,positive
Easy and fantastic to use,5,2025-02-18,Commercial Bank of Ethiopia,Google Play,positive
ዋውነው,3,2025-02-17,Commercial Bank of Ethiopia,Google Play,negative
The way its menu arranged to use is easy to use.,5,2025-02-17,Commercial Bank of Ethiopia,Google Play,positive
Beya,5,2025-02-17,Commercial Bank of Ethiopia,Google Play,positive
"Its not bad, but there are plenty of errors .",2,2025-02-17,Commercial Bank of Ethiopia,Google Play,negative
Waw fantastic Aplication,5,2025-02-16,Commercial Bank of Ethiopia,Google Play,positive
I am satisfied by this Ap Thank you,5,2025-02-16,Commercial Bank of Ethiopia,Google Play,positive
Best of the best application for ever,5,2025-02-16,Commercial Bank of Ethiopia,Google Play,positive
This app is better,5,2025-02-15,Commercial Bank of Ethiopia,Google Play,positive
"It's very good in reminding the account numbers you have been used, but Need to show recipient history whenever you want to present it.or it has to have a search on options for a spesfic time you want to look for receipts with out going for account details at bank. if you lost your receipt without downloading it and need to look sometime a while you can't get in simple search on the app.",1,2025-02-15,Commercial Bank of Ethiopia,Google Play,negative
CBE NOOR,5,2025-02-15,Commercial Bank of Ethiopia,Google Play,positive
It is good app,5,2025-02-15,Commercial Bank of Ethiopia,Google Play,positive
Amazing App,5,2025-02-15,Commercial Bank of Ethiopia,Google Play,positive
ያስቸግራል,4,2025-02-15,Commercial Bank of Ethiopia,Google Play,negative
"It crashes a lot; it doesn't work at all sometimes. By far, it is the worst mobile banking app I have ever used.",1,2025-02-15,Commercial Bank of Ethiopia,Google Play,negative
Very buggy!,2,2025-02-14,Commercial Bank of Ethiopia,Google Play,negative
WOW good,5,2025-02-14,Commercial Bank of Ethiopia,Google Play,positive
Very good 😊,3,2025-02-14,Commercial Bank of Ethiopia,Google Play,positive
Very sad.,5,2025-02-14,Commercial Bank of Ethiopia,Google Play,negative
Excellent arrangements,5,2025-02-14,Commercial Bank of Ethiopia,Google Play,positive
So good,5,2025-02-14,Commercial Bank of Ethiopia,Google Play,positive
a good apps to save my money &withdraw my money to service,5,2025-02-13,Commercial Bank of Ethiopia,Google Play,positive
It's easy and good,5,2025-02-13,Commercial Bank of Ethiopia,Google Play,positive
It is best app,5,2025-02-13,Commercial Bank of Ethiopia,Google Play,positive
አለሚቱ ምስጋነዉ,1,2025-02-13,Commercial Bank of Ethiopia,Google Play,negative
It is not functioning most of the time,3,2025-02-13,Commercial Bank of Ethiopia,Google Play,negative
Best!,5,2025-02-13,Commercial Bank of Ethiopia,Google Play,positive
It sends unwanted welcome notification every time you login. There is no way that you can disable this.,3,2025-02-13,Commercial Bank of Ethiopia,Google Play,negative
This app now not open what's problem? Please solve it,1,2025-02-13,Commercial Bank of Ethiopia,Google Play,negative
nice thanks,5,2025-02-13,Commercial Bank of Ethiopia,Google Play,positive
በቅርቡ ችግር ተፈጥሯል ፣ Developer Option ካልተዘጋ አይሰራም፣ Developer Option ከተዘጋ ደግሞ ስልካችን ፍጥነት ለመታዘዝ ይዘገያል ፣ ከዚህ አማራጭ ሌላ ብትጠቀሙ ባይ ነኝ :: Android ላይ,1,2025-02-12,Commercial Bank of Ethiopia,Google Play,negative
Very nice i'm happy,5,2025-02-11,Commercial Bank of Ethiopia,Google Play,positive
It used to be better in the previous. But after the recent update it keeps crashing as soon as it logs in.. it needs to be fixed.,1,2025-02-11,Commercial Bank of Ethiopia,Google Play,negative
❤️,5,2025-02-11,Commercial Bank of Ethiopia,Google Play,negative
Can't even load our transaction history!!,1,2025-02-11,Commercial Bank of Ethiopia,Google Play,negative
I am happy of this app,5,2025-02-11,Commercial Bank of Ethiopia,Google Play,positive
"Great app, but try to include an access to water bill payment for places other than Adis Ababa & try top the app not to be inactive while developer option setting in Samsung phones is activated",4,2025-02-11,Commercial Bank of Ethiopia,Google Play,positive
👍 good,5,2025-02-10,Commercial Bank of Ethiopia,Google Play,positive
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave you 3,3,2025-02-10,Commercial Bank of Ethiopia,Google Play,negative
